,ResponseType,IPAddress,DurationS,Latitude,Longitude,Ocupacao,Estado ,Regiao,Hectares ,Culturas,Ano,Irrigado,SPD,BeneficioSPD,Cobertura,CulturadeCobertura,SLP,PDProblematica,PDRGly,PDRnome,PDRHerb,PRRHerbnome,RespAplic,TreinAplic,ManejoAlternativo,AdocaodeAuxinsT
121,IP Address,177.70.79.196,226,,,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",RS,Sul,100000,"Feijao, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Aveia,Nao,"Azevem (Lolium sp.), capim colchao (Digitaria sanguinalis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,,,,,
122,IP Address,189.38.32.196,793,-17.34919739,-48.39390564,"Agronomo, Produtor rural",GO,Centro,7000,"Arroz, Feijao, Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Milheito,  aveia,  braquiaria",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), Vassourinha de botao (Spermacoce sp.)",Sim,"capim-amargoso (Digitaria insularis), Outros",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da Protox (ex. fomesafen [Flex],  lactofen [Cobra]), Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)","Aplicador especialista,Produtor rural",Sim,Cultural,Nao tenho certeza
123,IP Address,177.5.122.100,777,-15.68330383,-54.36669922,Pesquisador em empresa,MT,Centro,50000,"Algodao, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,"Brachiaria,  crotalaria,  milheto,  Feijao guandu",Sim,"capim-amargoso (Digitaria insularis), Palmer (Amaranthus palmeri)",Sim,"capim-amargoso (Digitaria insularis), Palmer (Amaranthus palmeri)",Sim,Inibidores da ACCase (ex. clethodim [Select]),"Agronomo,Aplicador especialista,Funcionario da fazenda",Sim,"Cultural,Mecanico",Sim
124,IP Address,189.35.215.226,568,-28.26669312,-52.40000153,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)","PR, SC",Sul,NA,"Feijao, Milho, Soja, Trigo",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Nao,,Nao,buva (Conyza sp.),Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da Protox (ex. fomesafen [Flex],  lactofen [Cobra]), Inibidor de fotossistema I (ex. Paraquate [Gramoxone])",Produtor rural,Nao tenho certeza,Cultural,Nao tenho certeza
125,IP Address,201.41.62.18,1297,-29.75,-57.08329773,Extensionista agricola,RS,Sul,10000,"Citrus, Eucalipto, Feijao, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,aveia,Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), picao (Bidens sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.)",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,Produtor rural,Nao,"Biologico,Cultural,Mecanico",Sim
126,IP Address,177.37.156.121,470,-3.672897339,-40.99009705,Agronomo,CE,Nordeste,110,Acerola,1 (ex.: safra),Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Crotalaria spectabilis,  Milheto,  Feijao de rolinha e amendoim forrageiro",Nao,"Palmer (Amaranthus palmeri), tiririca (Cyperus sp.)",Nao,,Nao,,Nao uso herbicida,Sim,"Biologico,Cultural,Mecanico",
127,IP Address,177.101.127.60,1028,-27.01060486,-49.22149658,Agronomo,SC,Sul,8000,"Arroz, HF, Banana",2 (ex.: safra e safrinha),Sim,Parcialmente,"Aumento na fertilidade do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), capim colchao (Digitaria sanguinalis)",Nao tenho certeza,,Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Agronomo,Cooperativa,Produtor rural",Sim,"Cultural,Mecanico",
128,IP Address,150.162.213.57,355,-27.28579712,-50.57659912,Produtor rural,SC,Sul,NA,"Feijao, Soja, Alho",1 (ex.: safra),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"aveia,  azevem",Sim,"Azevem (Lolium sp.), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), Rumex spp,  Eragrotis plana",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Nao,,Agronomo,Sim,Cultural,Sim
129,IP Address,200.18.33.235,3587,-29.68330383,-53.80000305,Professor,RS,Sul,NA,"Arroz, Feijao, Milho, Soja, Sorgo, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,"aveia,  Azevem,  nabo,  ervilhaca",Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), buva (Conyza sp.)",Sim,buva (Conyza sp.),Nao,,Produtor rural,Nao,"Cultural,Fisico",Sim
130,IP Address,177.1.180.9,586,-27.8500061,-53.78330231,Tecnico agricola,RS,Sul,1500,"Arroz, Citrus, Eucalipto, Feijao, HF, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Aveia,  ervilhaca.",Sim,"arroz vermelho (Oryza sativa L), capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao tenho certeza,,"Agronomo,Funcionario da fazenda,Produtor rural",Nao tenho certeza,"Cultural,Nenhum",Nao tenho certeza
131,IP Address,179.104.155.14,348,,,Agronomo,"DF, GO, MA, MS, MG, PA, SP, TO","Centro, Nordeste, Sudeste, Norte",150000,"Arroz, Cana-de-acucar, Citrus, Eucalipto, Feijao, Milho, Soja, Sorgo, Pastagem",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Maior infiltracao de agua  no solo, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Brachiaria ,Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,,,,,
132,IP Address,201.55.38.200,812,-22.90950012,-47.06739807,"Agronomo, Consultor, Extensionista agricola, Produtor rural","MS, SP","Centro, Sudeste ",650,"Eucalipto, Feijao, Milho, Mogno",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Producao adicional de forragem para animais, Reducao na erosao do solo",Nao,,Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,"Agronomo,Funcionario da fazenda",Sim,"Cultural,Mecanico",Nao
133,IP Address,201.43.219.120,587,-21.09230042,-48.65789795,Agronomo,"BA, SP","Nordeste, Sudeste",200,"Citrus, Feijao",2 (ex.: safra e safrinha),Parcialmente,Nao,,Sim,Braquiaria,Nao,"capim-amargoso (Digitaria insularis), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.)",Sim,capim-amargoso (Digitaria insularis),Nao,,"Agronomo,Produtor rural",Sim,Mecanico,
134,IP Address,187.4.49.173,826,-30.03329468,-51.19999695,"Agronomo, Estudante, Pesquisador publico",RS,Sul,NA,Soja,1 (ex.: safra),Parcialmente,Sim,"Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Azevem e Aveia preta,Nao,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), buva (Conyza sp.)",Nao tenho certeza,,Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Tecnico agricola,Sim,Cultural,Sim
135,IP Address,189.47.40.100,2575,-22.27940369,-48.08740234,"Agronomo, Produtor rural",SP,Sudeste,500,"Milho, Soja, Sorgo, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,Milheto ,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao,,Funcionario da fazenda,Sim,"Cultural,Mecanico",Nao
136,IP Address,200.189.118.77,509,-25.41670227,-49.25,Agronomo,PR,Sul,100,"Milho, Soja, Trigo",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Aveia branca,  aveia preta,  crotalaria",Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,"Funcionario da fazenda,Produtor rural",Nao,Mecanico,Sim
137,IP Address,177.39.96.180,471,-23.57330322,-46.64169312,"Agronomo, Extensionista agricola","MT, MG","Centro, Sudeste ",30,"Milho, Soja",2 (ex.: safra e safrinha),Sim,Nao,,Nao,,Sim,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.), Erva Quente",Sim,"capim-amargoso (Digitaria insularis), Outros",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Tecnico agricola,Sim,Nenhum,Sim
138,IP Address,200.11.12.211,129,,,Comercial (Gerencia/ATC/RTV/MKT),MT,Centro,950000,"Algodao, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,,,,,,,,,,,,,
139,IP Address,170.231.196.190,373,-24.18870544,-53.09919739,"Agronomo, Produtor rural",PR,Sul,460,"Milho, Soja, Trigo, CultInverno",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Aveia Preta,Nao,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), Capim colchao ",Nao tenho certeza,,Funcionario da fazenda,Sim,Mecanico,Sim
140,IP Address,177.101.203.156,1625,-31.21170044,-52.66819763,"Agronomo, Produtor rural",RS,Sul,90,"Milho, Soja, CultInverno, Pastagem","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Azevem,  aveias",Sim,"buva (Conyza sp.), tiririca (Cyperus sp.), cynodon dactilon",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Nao,,Produtor rural,Nao,"Biologico,Cultural,Fisico,Mecanico",Nao tenho certeza
141,IP Address,181.220.106.130,459,-31.76669312,-52.33329773,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",RS,Sul,18,"Arroz, Soja",1 (ex.: safra),Sim,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Nao,,Sim,"arroz vermelho (Oryza sativa L), capim-amargoso (Digitaria insularis), capim-arroz (Echinochloa sp.), buva (Conyza sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Agronomo,Funcionario da fazenda,Produtor rural,Tecnico agricola",Sim,"Cultural,Fisico",Sim
142,IP Address,191.54.214.41,472,-19.75619507,-47.93260193,Agronomo,MG,Sudeste,500000,"Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Parcialmente,Sim,Aumento na produtividade das culturas,Sim,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])",Funcionario da fazenda,Nao,Mecanico,Nao
143,IP Address,177.137.121.143,277,,,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",BA,Nordeste,NA,"Algodao, Feijao, Milho, Soja",1 (ex.: safra),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Milheto,  braquiada. ",Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao tenho certeza,,,,,
144,IP Address,189.10.102.66,244,,,Agronomo,MT,Centro,NA,"Algodao, Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,,,,,,,,,,,,,
145,IP Address,179.240.164.5,825,-22.83050537,-43.2191925,"Professor, Tecnico agricola",MA,Nordeste,10,"Arroz, Feijao, Milho","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Nao,,Nao,,Nao,"capim massambara (Sorghum halepense), tiririca (Cyperus sp.)",Nao tenho certeza,,Nao,,Produtor rural,Nao tenho certeza,"Cultural,Mecanico",Nao tenho certeza
146,IP Address,177.139.6.212,738,-23.57330322,-46.64169312,Agronomo,"GO, MS, MG, PR, SC, SP","Centro, Sudeste, Sul",NA,"Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na materia organica do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Aveia,  Nabo,  Crotalaria,  Braquiaria",Sim,"Azevem (Lolium sp.), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), trapoeraba (Commelina sp.), Capim Amargoso",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Funcionario da fazenda,Produtor rural,Tecnico agricola",Sim,Cultural,Sim
147,IP Address,177.36.170.195,2317,-23.54559326,-47.44380188,Agronomo,SP,Sudeste,5000,"Feijao, HF, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Crotalaria ,Nao,"buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Nao tenho certeza,,Sim,Inibidor de fotossistema I (ex. Paraquate [Gramoxone]),Funcionario da fazenda,Sim,,
148,IP Address,179.165.118.43,429,-23.27949524,-46.74639893,"Agronomo, Consultor",SP,Sudeste,180,Citrus,1 (ex.: safra),Sim,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Brachiaria,Nao,"buva (Conyza sp.), caruru (Amaranthus sp.), picao (Bidens sp.), tiririca (Cyperus sp.)",Nao tenho certeza,,Nao tenho certeza,,"Agronomo,Produtor rural",Sim,Mecanico,
149,IP Address,177.1.147.208,1315,-29.3500061,-54.0667038,"Agronomo, Extensionista agricola",RS,Sul,200,"Feijao, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Nabo,  aveia preta.",Sim,"buva (Conyza sp.), leiteiro (Euphorbia heterophylla L), poaia-branca (Richardia brasiliensis)",Sim,buva (Conyza sp.),Nao tenho certeza,,"Funcionario da fazenda,Produtor rural",Sim,Cultural,Nao tenho certeza
150,IP Address,189.5.248.110,568,-21.17939758,-47.79989624,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",SP,Sudeste,4000,"Milho, Soja, Sorgo, CultInverno",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Tremoço,  brachiaria ",Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Nao tenho certeza,,"Agronomo,Funcionario da fazenda,Produtor rural",Sim,Cultural,Sim
151,IP Address,177.79.3.106,434,-30.03329468,-51.19999695,Agronomo,RS,Sul,500,Soja,1 (ex.: safra),Nao,Sim,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Azevem,Nao,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), poaia-branca (Richardia brasiliensis)",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,"Cooperativa,Produtor rural",Nao tenho certeza,Cultural,Sim
152,IP Address,177.138.151.156,499,-22.32389832,-49.07800293,Agronomo,SP,Sudeste,4000,"Cafe, Outros",1 (ex.: safra),Parcialmente,Nao,,Sim,Braquiaria rosiensis,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao tenho certeza,,"Agronomo,Funcionario da fazenda",Sim,"Mecanico,Nenhum",
153,IP Address,200.180.180.226,542,-30,-53.4332962,Comercial (Gerencia/ATC/RTV/MKT),RS,Sul,2000,Arroz,1 (ex.: safra),Sim,Parcialmente,"Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Melhor controle de plantas daninhas",Nao,,Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), capim-branco (Chloris sp.)",Sim,Azevem (Lolium sp.),Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Aplicador especialista,Tecnico agricola",Sim,Cultural,
154,IP Address,191.199.244.23,478,-23.57330322,-46.64169312,Agronomo,SP,Sudeste,NA,"Cana-de-acucar, Milho, Soja, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Nao,,Nao,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])","Funcionario da fazenda,Produtor rural,Tecnico agricola",Nao tenho certeza,Cultural,Sim
155,IP Address,177.37.86.39,1245,-27.27409363,-50.60960388,Agronomo,SC,Sul,NA,"Algodao, Arroz, Cana-de-acucar, Feijao, HF, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Brachiaria sp.,  Crotalaria sp.,  gramineas e leguminosas em geral consorciados muitas vezes",Sim,"arroz vermelho (Oryza sativa L), capim-amargoso (Digitaria insularis), capim-arroz (Echinochloa sp.), capim colchao (Digitaria sanguinalis), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), tiririca (Cyperus sp.)",Sim,buva (Conyza sp.),Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Agronomo,Sim,,Nao tenho certeza
156,IP Address,201.14.224.25,1476,-28.25,-53.76670074,"Agronomo, Extensionista agricola, Produtor rural",RS,Sul,2500,"Arroz, Feijao, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Diminuicao  nos custos com manejo do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.)",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Funcionario da fazenda,Produtor rural",Nao tenho certeza,"Cultural,Fisico,Mecanico",Nao tenho certeza
157,IP Address,177.79.0.144,463,-30.03329468,-51.19999695,Tecnico agricola,RS,Sul,NA,"Arroz, Soja",1 (ex.: safra),Sim,Sim,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Azevem,  aveia",Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.)",Nao tenho certeza,,Nao tenho certeza,,Produtor rural,Nao tenho certeza,Mecanico,Sim
158,IP Address,177.0.227.186,516,-28.48080444,-49.01550293,Agronomo,SC,Sul,2000,Arroz,1 (ex.: safra),Sim,Nao,,Nao,,Nao,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), tiririca (Cyperus sp.)",Nao,,Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])",Produtor rural,Sim,Fisico,
159,IP Address,191.54.159.137,279,,,Agronomo,MG,Sudeste,NA,,2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Milheto,Sim,"capim-amargoso (Digitaria insularis), corda-de-viola (Ipomoea sp.)",Sim,capim-amargoso (Digitaria insularis),Sim,,,,,
160,IP Address,164.144.252.26,866,,,Agronomo,"GO, MG, SP, TO","Centro, Sudeste, Norte",8000,"Cafe, Milho, Soja",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,Agronomo,Sim,"Cultural,Fisico",Sim
